label,text
10,Symtoms are  continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain
34,Symtoms are  chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum nan nan nan nan nan nan
13,Symtoms are  constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus nan nan nan nan nan nan nan nan nan nan nan nan
18,Symtoms are  vomiting  breathlessness  sweating  chest_pain nan nan nan nan nan nan nan nan nan nan nan nan nan
39,Symtoms are  fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf nan nan nan nan nan nan nan nan nan nan
26,Symtoms are  fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation nan nan nan nan
24,Symtoms are  fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation nan nan nan nan nan nan
25,Symtoms are  vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations nan nan nan nan nan
31,Symtoms are  joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking nan nan nan nan nan nan nan nan nan nan nan
5,Symtoms are  muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking nan nan nan nan nan nan nan nan nan nan nan nan
0,Symtoms are  vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness nan nan nan nan nan nan nan nan nan nan nan
2,Symtoms are  skin_rash  pus_filled_pimples  blackheads  scurring nan nan nan nan nan nan nan nan nan nan nan nan nan
38,Symtoms are  burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine nan nan nan nan nan nan nan nan nan nan nan nan nan
35,Symtoms are  skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails nan nan nan nan nan nan nan nan nan nan nan
27,Symtoms are  skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze nan nan nan nan nan nan nan nan nan nan nan nan
15,Symtoms are itching  skin_rash  nodal_skin_eruptions  dischromic _patches nan nan nan nan nan nan nan nan nan nan nan nan nan
4,Symtoms are  continuous_sneezing  shivering  chills  watering_from_eyes nan nan nan nan nan nan nan nan nan nan nan nan nan
16,Symtoms are  stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain nan nan nan nan nan nan nan nan nan nan nan
9,Symtoms are itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan nan
14,Symtoms are itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination nan nan nan nan nan nan nan nan nan nan nan nan
33,Symtoms are  vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching nan nan nan nan nan nan nan nan nan nan nan
1,Symtoms are  muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts nan nan nan nan nan nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
10,Symtoms are  continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain
34,Symtoms are  chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum nan nan nan nan nan nan
13,Symtoms are  constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus nan nan nan nan nan nan nan nan nan nan nan nan
18,Symtoms are  vomiting  breathlessness  sweating  chest_pain nan nan nan nan nan nan nan nan nan nan nan nan nan
39,Symtoms are  fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf nan nan nan nan nan nan nan nan nan nan
26,Symtoms are  fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation nan nan nan nan
24,Symtoms are  fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation nan nan nan nan nan nan
25,Symtoms are  vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations nan nan nan nan nan
31,Symtoms are  joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking nan nan nan nan nan nan nan nan nan nan nan
5,Symtoms are  muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking nan nan nan nan nan nan nan nan nan nan nan nan
0,Symtoms are  vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness nan nan nan nan nan nan nan nan nan nan nan
2,Symtoms are  skin_rash  pus_filled_pimples  blackheads  scurring nan nan nan nan nan nan nan nan nan nan nan nan nan
38,Symtoms are  burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine nan nan nan nan nan nan nan nan nan nan nan nan nan
35,Symtoms are  skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails nan nan nan nan nan nan nan nan nan nan nan
27,Symtoms are  skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze nan nan nan nan nan nan nan nan nan nan nan nan
15,Symtoms are itching  skin_rash  nodal_skin_eruptions  dischromic _patches nan nan nan nan nan nan nan nan nan nan nan nan nan
4,Symtoms are  continuous_sneezing  shivering  chills  watering_from_eyes nan nan nan nan nan nan nan nan nan nan nan nan nan
16,Symtoms are  stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain nan nan nan nan nan nan nan nan nan nan nan
9,Symtoms are itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan nan
14,Symtoms are itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination nan nan nan nan nan nan nan nan nan nan nan nan
33,Symtoms are  vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching nan nan nan nan nan nan nan nan nan nan nan
1,Symtoms are  muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts nan nan nan nan nan nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
10,Symtoms are  continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain
34,Symtoms are  chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum nan nan nan nan nan nan
13,Symtoms are  constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus nan nan nan nan nan nan nan nan nan nan nan nan
18,Symtoms are  vomiting  breathlessness  sweating  chest_pain nan nan nan nan nan nan nan nan nan nan nan nan nan
39,Symtoms are  fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf nan nan nan nan nan nan nan nan nan nan
26,Symtoms are  fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation nan nan nan nan
24,Symtoms are  fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation nan nan nan nan nan nan
25,Symtoms are  vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations nan nan nan nan nan
31,Symtoms are  joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking nan nan nan nan nan nan nan nan nan nan nan
5,Symtoms are  muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking nan nan nan nan nan nan nan nan nan nan nan nan
0,Symtoms are  vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness nan nan nan nan nan nan nan nan nan nan nan
2,Symtoms are  skin_rash  pus_filled_pimples  blackheads  scurring nan nan nan nan nan nan nan nan nan nan nan nan nan
38,Symtoms are  burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine nan nan nan nan nan nan nan nan nan nan nan nan nan
35,Symtoms are  skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails nan nan nan nan nan nan nan nan nan nan nan
27,Symtoms are  skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze nan nan nan nan nan nan nan nan nan nan nan nan
15,Symtoms are itching  skin_rash  nodal_skin_eruptions  dischromic _patches nan nan nan nan nan nan nan nan nan nan nan nan nan
4,Symtoms are  continuous_sneezing  shivering  chills  watering_from_eyes nan nan nan nan nan nan nan nan nan nan nan nan nan
16,Symtoms are  stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain nan nan nan nan nan nan nan nan nan nan nan
9,Symtoms are itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan nan
14,Symtoms are itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination nan nan nan nan nan nan nan nan nan nan nan nan
33,Symtoms are  vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching nan nan nan nan nan nan nan nan nan nan nan
1,Symtoms are  muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts nan nan nan nan nan nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
10,Symtoms are  continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain
34,Symtoms are  chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum nan nan nan nan nan nan
13,Symtoms are  constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus nan nan nan nan nan nan nan nan nan nan nan nan
18,Symtoms are  vomiting  breathlessness  sweating  chest_pain nan nan nan nan nan nan nan nan nan nan nan nan nan
39,Symtoms are  fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf nan nan nan nan nan nan nan nan nan nan
26,Symtoms are  fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation nan nan nan nan
24,Symtoms are  fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation nan nan nan nan nan nan
25,Symtoms are  vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations nan nan nan nan nan
31,Symtoms are  joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking nan nan nan nan nan nan nan nan nan nan nan
5,Symtoms are  muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking nan nan nan nan nan nan nan nan nan nan nan nan
0,Symtoms are  vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness nan nan nan nan nan nan nan nan nan nan nan
2,Symtoms are  skin_rash  pus_filled_pimples  blackheads  scurring nan nan nan nan nan nan nan nan nan nan nan nan nan
38,Symtoms are  burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine nan nan nan nan nan nan nan nan nan nan nan nan nan
35,Symtoms are  skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails nan nan nan nan nan nan nan nan nan nan nan
27,Symtoms are  skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze nan nan nan nan nan nan nan nan nan nan nan nan
15,Symtoms are itching  skin_rash  nodal_skin_eruptions  dischromic _patches nan nan nan nan nan nan nan nan nan nan nan nan nan
4,Symtoms are  continuous_sneezing  shivering  chills  watering_from_eyes nan nan nan nan nan nan nan nan nan nan nan nan nan
16,Symtoms are  stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain nan nan nan nan nan nan nan nan nan nan nan
9,Symtoms are itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan nan
14,Symtoms are itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination nan nan nan nan nan nan nan nan nan nan nan nan
33,Symtoms are  vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching nan nan nan nan nan nan nan nan nan nan nan
1,Symtoms are  muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts nan nan nan nan nan nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
10,Symtoms are  continuous_sneezing  chills  fatigue  cough  high_fever  headache  swelled_lymph_nodes  malaise  phlegm  throat_irritation  redness_of_eyes  sinus_pressure  runny_nose  congestion  chest_pain  loss_of_smell  muscle_pain
34,Symtoms are  chills  fatigue  cough  high_fever  breathlessness  sweating  malaise  phlegm  chest_pain  fast_heart_rate  rusty_sputum nan nan nan nan nan nan
13,Symtoms are  constipation  pain_during_bowel_movements  pain_in_anal_region  bloody_stool  irritation_in_anus nan nan nan nan nan nan nan nan nan nan nan nan
18,Symtoms are  vomiting  breathlessness  sweating  chest_pain nan nan nan nan nan nan nan nan nan nan nan nan nan
39,Symtoms are  fatigue  cramps  bruising  obesity  swollen_legs  swollen_blood_vessels  prominent_veins_on_calf nan nan nan nan nan nan nan nan nan nan
26,Symtoms are  fatigue  weight_gain  cold_hands_and_feets  mood_swings  lethargy  dizziness  puffy_face_and_eyes  enlarged_thyroid  brittle_nails  swollen_extremeties  depression  irritability  abnormal_menstruation nan nan nan nan
24,Symtoms are  fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation nan nan nan nan nan nan
25,Symtoms are  vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations nan nan nan nan nan
31,Symtoms are  joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking nan nan nan nan nan nan nan nan nan nan nan
5,Symtoms are  muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking nan nan nan nan nan nan nan nan nan nan nan nan
0,Symtoms are  vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness nan nan nan nan nan nan nan nan nan nan nan
2,Symtoms are  skin_rash  pus_filled_pimples  blackheads  scurring nan nan nan nan nan nan nan nan nan nan nan nan nan
38,Symtoms are  burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine nan nan nan nan nan nan nan nan nan nan nan nan nan
35,Symtoms are  skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails nan nan nan nan nan nan nan nan nan nan nan
